Order ID,Order Date,Ship Date,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-100955,22-11-2021,23-11-2021,Customer 426,Consumer,New York,TX,East,Office Supplies,Binders,Binders Model 334,686.56,2,0.1,129.5
ORD-100956,16-02-2024,18-02-2024,Customer 351,Corporate,Dallas,CA,Central,Office Supplies,Binders,Binders Model 430,999.68,9,0.15,74.83
ORD-100957,16-04-2023,18-04-2023,Customer 18,Consumer,Los Angeles,NY,West,Furniture,Tables,Tables Model 653,946.91,1,0.1,113.29
ORD-100958,25-12-2022,27-12-2022,Customer 363,Consumer,Los Angeles,AZ,West,Office Supplies,Binders,Binders Model 342,565.92,4,0.05,100.62
ORD-100959,13-08-2021,18-08-2021,Customer 459,Consumer,Chicago,IL,Central,Furniture,Tables,Tables Model 579,749.29,2,0.1,138.79
ORD-100960,16-06-2022,22-06-2022,Customer 328,Corporate,Phoenix,TX,Central,Furniture,Chairs,Chairs Model 639,190.09,2,0.3,-7.18
ORD-100961,23-04-2021,29-04-2021,Customer 400,Consumer,Phoenix,NY,South,Furniture,Tables,Tables Model 566,210.73,7,0,66.8
ORD-100962,20-05-2021,24-05-2021,Customer 31,Corporate,Phoenix,CA,South,Furniture,Bookcases,Bookcases Model 990,175.58,4,0.05,34.02
ORD-100963,13-07-2022,19-07-2022,Customer 476,Consumer,San Diego,CA,South,Technology,Copiers,Copiers Model 888,741.92,4,0.3,-42.86
ORD-100964,01-01-2021,04-01-2021,Customer 277,Corporate,Houston,AZ,East,Technology,Accessories,Accessories Model 285,881.12,8,0.15,68.59
ORD-100965,31-03-2021,05-04-2021,Customer 53,Consumer,Los Angeles,NY,Central,Furniture,Bookcases,Bookcases Model 958,872.65,5,0.3,-47.84
ORD-100966,16-10-2022,18-10-2022,Customer 460,Corporate,Chicago,NY,East,Furniture,Chairs,Chairs Model 835,695.18,4,0,212.42
ORD-100967,16-11-2021,22-11-2021,Customer 137,Consumer,Dallas,TX,East,Office Supplies,Appliances,Appliances Model 745,759.98,3,0.2,32.46
ORD-100968,19-05-2021,24-05-2021,Customer 245,Corporate,San Diego,NY,West,Office Supplies,Appliances,Appliances Model 502,596.34,9,0.15,61.3
ORD-100969,25-04-2023,01-05-2023,Customer 489,Home Office,San Jose,NY,Central,Technology,Copiers,Copiers Model 245,328.49,7,0.1,54.47
ORD-100970,16-09-2021,17-09-2021,Customer 206,Consumer,Los Angeles,IL,Central,Furniture,Bookcases,Bookcases Model 277,369.84,4,0.05,81.77
ORD-100971,21-06-2023,23-06-2023,Customer 390,Corporate,Houston,CA,East,Technology,Copiers,Copiers Model 353,407.35,7,0.05,99.1
ORD-100972,21-11-2022,22-11-2022,Customer 154,Home Office,San Diego,NY,Central,Furniture,Tables,Tables Model 743,677.01,7,0.05,98.89
ORD-100973,10-01-2021,12-01-2021,Customer 454,Home Office,San Jose,CA,West,Furniture,Chairs,Chairs Model 935,908.74,3,0.2,32.73
ORD-100974,18-09-2021,23-09-2021,Customer 13,Home Office,Houston,TX,South,Technology,Accessories,Accessories Model 246,166.4,9,0,49.86
ORD-100975,21-06-2021,25-06-2021,Customer 256,Home Office,San Jose,NY,East,Technology,Machines,Machines Model 783,499.5,1,0.1,71.14
ORD-100976,17-06-2023,23-06-2023,Customer 173,Home Office,New York,TX,East,Furniture,Chairs,Chairs Model 567,103.92,6,0.3,-4.43
ORD-100977,13-01-2021,19-01-2021,Customer 482,Home Office,Chicago,AZ,West,Technology,Copiers,Copiers Model 611,87.61,6,0.1,16.19
ORD-100978,06-04-2024,09-04-2024,Customer 377,Consumer,San Jose,NY,South,Technology,Phones,Phones Model 140,925.83,8,0,213.18
ORD-100979,17-11-2021,18-11-2021,Customer 125,Home Office,Chicago,NY,West,Office Supplies,Binders,Binders Model 259,324.94,5,0,94.53
ORD-100980,04-09-2024,10-09-2024,Customer 464,Corporate,Los Angeles,TX,West,Office Supplies,Binders,Binders Model 644,183.5,2,0.2,7.16
ORD-100981,25-11-2021,30-11-2021,Customer 419,Consumer,Los Angeles,TX,West,Office Supplies,Binders,Binders Model 104,868.53,4,0,274.08
ORD-100982,24-02-2023,28-02-2023,Customer 219,Corporate,San Diego,IL,East,Technology,Accessories,Accessories Model 224,384.83,1,0,83.04
ORD-100983,16-02-2023,21-02-2023,Customer 165,Consumer,New York,AZ,West,Office Supplies,Paper,Paper Model 152,816.84,5,0.05,136.06
ORD-100984,30-06-2023,01-07-2023,Customer 62,Corporate,Chicago,TX,West,Furniture,Chairs,Chairs Model 899,348.05,6,0.05,70.96
ORD-100985,24-01-2024,27-01-2024,Customer 284,Consumer,San Jose,CA,East,Office Supplies,Storage,Storage Model 881,370.23,3,0.05,53.86
ORD-100986,14-11-2021,20-11-2021,Customer 406,Home Office,San Diego,CA,East,Technology,Phones,Phones Model 810,799.19,2,0.15,82.21
ORD-100987,24-08-2021,29-08-2021,Customer 4,Consumer,Chicago,NY,Central,Furniture,Chairs,Chairs Model 795,148.7,3,0.2,7.18
ORD-100988,30-11-2021,02-12-2021,Customer 355,Consumer,Houston,CA,Central,Furniture,Furnishings,Furnishings Model 587,625.68,7,0.3,-29.26
ORD-100989,11-01-2022,15-01-2022,Customer 211,Consumer,Chicago,AZ,East,Office Supplies,Appliances,Appliances Model 340,774.05,3,0.15,89.9
ORD-100990,06-03-2024,11-03-2024,Customer 368,Corporate,Los Angeles,IL,Central,Office Supplies,Paper,Paper Model 913,953.75,9,0.15,69.05
ORD-100991,11-08-2022,15-08-2022,Customer 286,Consumer,Houston,NY,East,Furniture,Chairs,Chairs Model 168,227.17,3,0.15,23.92
ORD-100992,28-05-2022,03-06-2022,Customer 442,Home Office,Houston,TX,West,Office Supplies,Storage,Storage Model 507,736.72,4,0.3,-27.38
ORD-100993,12-08-2024,14-08-2024,Customer 100,Consumer,Chicago,TX,South,Furniture,Chairs,Chairs Model 768,771.29,9,0.3,-34.37
ORD-100994,05-09-2024,08-09-2024,Customer 344,Consumer,New York,IL,Central,Technology,Accessories,Accessories Model 452,793.55,3,0.15,69.47
ORD-100995,07-07-2023,10-07-2023,Customer 129,Corporate,San Jose,NY,East,Technology,Copiers,Copiers Model 239,529.05,1,0.15,67.29
ORD-100996,04-10-2024,06-10-2024,Customer 474,Home Office,Chicago,CA,East,Office Supplies,Binders,Binders Model 499,578.12,8,0.15,54.46
ORD-100997,23-05-2023,27-05-2023,Customer 37,Consumer,San Jose,AZ,Central,Furniture,Chairs,Chairs Model 815,758.73,5,0.15,96.66
ORD-100998,06-06-2024,12-06-2024,Customer 383,Home Office,Dallas,CA,East,Furniture,Tables,Tables Model 344,383.64,3,0.2,23.66
ORD-100999,27-09-2021,02-10-2021,Customer 51,Consumer,San Diego,CA,South,Furniture,Tables,Tables Model 489,838.82,1,0.15,81.26
ORD-101000,09-03-2023,11-03-2023,Customer 242,Home Office,San Jose,NY,South,Technology,Phones,Phones Model 801,422.31,2,0.1,56.66
ORD-101001,07-08-2024,08-08-2024,Customer 476,Home Office,San Jose,CA,South,Technology,Accessories,Accessories Model 578,941.32,4,0.2,41.7
ORD-101002,26-12-2022,30-12-2022,Customer 235,Home Office,Houston,IL,Central,Furniture,Tables,Tables Model 724,667.43,7,0.05,103.18
ORD-101003,03-04-2024,06-04-2024,Customer 66,Consumer,New York,IL,West,Technology,Machines,Machines Model 271,220.37,5,0,54.08
ORD-101004,05-01-2021,07-01-2021,Customer 235,Corporate,Chicago,IL,West,Technology,Copiers,Copiers Model 887,33.94,7,0,6.05
ORD-101005,01-05-2023,04-05-2023,Customer 405,Home Office,Chicago,AZ,West,Furniture,Tables,Tables Model 306,744.73,2,0.1,133.96
ORD-101006,19-03-2021,23-03-2021,Customer 439,Home Office,San Jose,CA,South,Technology,Copiers,Copiers Model 775,194.91,2,0.2,12.43
ORD-101007,28-07-2022,31-07-2022,Customer 8,Home Office,San Diego,CA,West,Furniture,Bookcases,Bookcases Model 185,267.15,3,0.05,47.95
ORD-101008,12-05-2021,14-05-2021,Customer 297,Consumer,Chicago,AZ,East,Furniture,Furnishings,Furnishings Model 562,588.73,1,0.2,21.75
ORD-101009,24-08-2022,28-08-2022,Customer 21,Corporate,New York,TX,South,Furniture,Chairs,Chairs Model 333,104.25,1,0.15,11.64
ORD-101010,02-12-2023,03-12-2023,Customer 232,Corporate,Houston,NY,East,Furniture,Chairs,Chairs Model 433,601.25,6,0.2,24.19
ORD-101011,30-03-2021,01-04-2021,Customer 487,Consumer,Chicago,IL,Central,Office Supplies,Appliances,Appliances Model 345,729.33,9,0.15,85.87
ORD-101012,06-02-2022,11-02-2022,Customer 9,Corporate,Phoenix,CA,South,Technology,Phones,Phones Model 769,394.94,8,0.1,44.69
ORD-101013,23-10-2021,29-10-2021,Customer 500,Corporate,San Jose,CA,South,Office Supplies,Binders,Binders Model 545,920.52,7,0,263.88
ORD-101014,11-08-2024,13-08-2024,Customer 321,Corporate,New York,NY,South,Technology,Machines,Machines Model 297,170.39,4,0.2,9.15
ORD-101015,08-09-2022,12-09-2022,Customer 272,Consumer,Phoenix,TX,Central,Office Supplies,Storage,Storage Model 123,577.66,5,0.1,101.4
ORD-101016,11-03-2023,17-03-2023,Customer 404,Home Office,Los Angeles,AZ,Central,Office Supplies,Paper,Paper Model 385,942.32,4,0.15,87.99
ORD-101017,26-02-2022,28-02-2022,Customer 264,Home Office,Dallas,NY,East,Office Supplies,Binders,Binders Model 809,766.16,2,0.3,-27
ORD-101018,13-11-2023,14-11-2023,Customer 239,Home Office,New York,IL,Central,Furniture,Bookcases,Bookcases Model 627,781.11,9,0.2,27.92
ORD-101019,29-07-2022,30-07-2022,Customer 288,Home Office,Houston,CA,Central,Technology,Phones,Phones Model 536,998,4,0.05,218.9
ORD-101020,23-05-2021,28-05-2021,Customer 333,Corporate,Houston,CA,Central,Technology,Phones,Phones Model 277,838.16,1,0,153.28
ORD-101021,20-09-2023,23-09-2023,Customer 258,Home Office,San Diego,IL,East,Furniture,Bookcases,Bookcases Model 477,440.83,3,0,105.39
ORD-101022,27-10-2022,02-11-2022,Customer 177,Corporate,San Jose,AZ,East,Technology,Machines,Machines Model 865,769.55,6,0.15,72.96
ORD-101023,25-05-2021,29-05-2021,Customer 232,Home Office,Dallas,NY,West,Furniture,Bookcases,Bookcases Model 762,310.78,8,0.1,32.92
ORD-101024,02-06-2024,06-06-2024,Customer 42,Corporate,Chicago,IL,East,Furniture,Chairs,Chairs Model 400,451.34,1,0,86.47
ORD-101025,04-10-2023,07-10-2023,Customer 142,Consumer,Chicago,TX,West,Technology,Accessories,Accessories Model 739,203.01,5,0.1,31.25
ORD-101026,18-05-2022,19-05-2022,Customer 151,Corporate,Chicago,TX,Central,Technology,Phones,Phones Model 639,293.85,3,0.3,-17.99
ORD-101027,01-04-2023,02-04-2023,Customer 378,Home Office,New York,IL,West,Furniture,Furnishings,Furnishings Model 801,356.49,6,0.1,68.32
ORD-101028,14-04-2021,16-04-2021,Customer 447,Consumer,Dallas,TX,Central,Technology,Phones,Phones Model 332,359.57,6,0,115.29
ORD-101029,29-11-2023,04-12-2023,Customer 249,Home Office,San Jose,TX,Central,Office Supplies,Storage,Storage Model 316,899.1,8,0.3,-46.85
ORD-101030,17-07-2021,23-07-2021,Customer 460,Corporate,Chicago,IL,West,Office Supplies,Paper,Paper Model 619,389.3,9,0.2,14.02
ORD-101031,02-08-2022,07-08-2022,Customer 498,Corporate,New York,CA,Central,Furniture,Bookcases,Bookcases Model 410,316.57,7,0.3,-17.98
ORD-101032,26-01-2022,31-01-2022,Customer 490,Consumer,Chicago,AZ,Central,Furniture,Furnishings,Furnishings Model 138,223.89,5,0.3,-13.76
ORD-101033,17-04-2024,19-04-2024,Customer 430,Home Office,Chicago,CA,West,Technology,Accessories,Accessories Model 474,166.9,7,0.1,22.03
ORD-101034,08-07-2022,13-07-2022,Customer 163,Home Office,Chicago,TX,Central,Technology,Phones,Phones Model 213,63.33,3,0.3,-2.35
ORD-101035,05-11-2023,08-11-2023,Customer 106,Home Office,New York,IL,Central,Furniture,Tables,Tables Model 387,260.4,4,0.3,-14.06
ORD-101036,05-08-2024,07-08-2024,Customer 230,Home Office,Chicago,AZ,Central,Technology,Machines,Machines Model 306,215.73,7,0.15,19.53
ORD-101037,23-04-2022,26-04-2022,Customer 208,Corporate,Chicago,TX,Central,Technology,Phones,Phones Model 165,620.47,3,0.3,-38.56
ORD-101038,08-06-2024,10-06-2024,Customer 497,Home Office,Dallas,IL,South,Technology,Phones,Phones Model 236,562.75,2,0.2,19.89
ORD-101039,12-07-2023,17-07-2023,Customer 410,Home Office,San Jose,IL,East,Furniture,Tables,Tables Model 231,149.2,9,0.3,-6.18
ORD-101040,24-02-2022,27-02-2022,Customer 461,Consumer,Chicago,AZ,East,Office Supplies,Appliances,Appliances Model 342,134.07,4,0.05,30.43
ORD-101041,06-06-2021,09-06-2021,Customer 206,Home Office,Houston,TX,Central,Furniture,Chairs,Chairs Model 747,42.64,4,0,13.57
ORD-101042,04-07-2022,07-07-2022,Customer 29,Home Office,Houston,AZ,West,Technology,Machines,Machines Model 205,987.92,5,0.2,48.35
ORD-101043,26-01-2024,28-01-2024,Customer 12,Consumer,San Jose,NY,South,Furniture,Tables,Tables Model 407,159.71,9,0.05,36.37
ORD-101044,18-10-2023,22-10-2023,Customer 163,Home Office,New York,IL,South,Technology,Copiers,Copiers Model 933,465.86,5,0.1,88.62
ORD-101045,24-09-2023,29-09-2023,Customer 190,Corporate,Dallas,NY,Central,Technology,Copiers,Copiers Model 133,863.39,5,0,273.5
ORD-101046,09-08-2023,12-08-2023,Customer 158,Corporate,Los Angeles,CA,South,Furniture,Bookcases,Bookcases Model 401,642.91,3,0,193.22
ORD-101047,16-10-2021,22-10-2021,Customer 412,Corporate,Phoenix,CA,South,Office Supplies,Appliances,Appliances Model 416,829.87,1,0.3,-46.2
ORD-101048,01-07-2024,05-07-2024,Customer 72,Home Office,Los Angeles,CA,West,Office Supplies,Appliances,Appliances Model 926,353.03,2,0.05,62.67
ORD-101049,15-07-2021,21-07-2021,Customer 445,Home Office,Dallas,NY,South,Furniture,Furnishings,Furnishings Model 111,598.51,8,0.15,55.65
ORD-101050,21-08-2022,26-08-2022,Customer 210,Home Office,Phoenix,TX,West,Technology,Phones,Phones Model 879,804.77,3,0,154.77
ORD-101051,01-06-2022,06-06-2022,Customer 364,Home Office,Chicago,CA,West,Office Supplies,Appliances,Appliances Model 804,162,5,0.2,9.86
ORD-101052,15-05-2023,18-05-2023,Customer 284,Corporate,New York,IL,Central,Furniture,Bookcases,Bookcases Model 543,201.56,4,0.1,33.02
ORD-101053,16-02-2024,19-02-2024,Customer 115,Consumer,New York,CA,Central,Furniture,Furnishings,Furnishings Model 333,144.77,7,0.3,-5.23
ORD-101054,17-03-2023,19-03-2023,Customer 64,Home Office,Phoenix,TX,West,Furniture,Furnishings,Furnishings Model 137,440.28,6,0.1,55.9
ORD-101055,28-03-2024,01-04-2024,Customer 15,Consumer,Phoenix,TX,East,Furniture,Tables,Tables Model 747,431.28,1,0.2,16.89
ORD-101056,26-03-2023,30-03-2023,Customer 298,Corporate,San Diego,IL,South,Office Supplies,Storage,Storage Model 253,934.3,6,0.05,220.3
ORD-101057,16-08-2021,19-08-2021,Customer 192,Home Office,New York,IL,West,Office Supplies,Binders,Binders Model 774,152.52,4,0,31.06
ORD-101058,04-08-2021,09-08-2021,Customer 75,Corporate,San Jose,CA,Central,Office Supplies,Binders,Binders Model 869,477.63,4,0.05,78.29
ORD-101059,06-08-2023,09-08-2023,Customer 140,Corporate,San Diego,IL,East,Technology,Phones,Phones Model 664,327.15,2,0.3,-18.21
ORD-101060,15-01-2021,20-01-2021,Customer 272,Home Office,Los Angeles,AZ,West,Furniture,Bookcases,Bookcases Model 770,362.78,4,0,107.97
ORD-101061,26-03-2024,31-03-2024,Customer 392,Consumer,Chicago,AZ,Central,Office Supplies,Paper,Paper Model 557,981.23,2,0.1,157.24
ORD-101062,08-07-2024,11-07-2024,Customer 139,Home Office,Dallas,NY,Central,Furniture,Bookcases,Bookcases Model 509,659.48,6,0.15,51.18
ORD-101063,26-03-2024,27-03-2024,Customer 71,Home Office,Phoenix,IL,South,Technology,Phones,Phones Model 220,694.22,4,0.2,35.66
ORD-101064,16-02-2021,20-02-2021,Customer 472,Consumer,Los Angeles,CA,West,Furniture,Bookcases,Bookcases Model 242,971.14,8,0.05,233.24
ORD-101065,20-11-2021,26-11-2021,Customer 426,Consumer,Los Angeles,TX,South,Office Supplies,Paper,Paper Model 396,598.45,5,0.3,-36.92
ORD-101066,24-04-2023,29-04-2023,Customer 420,Consumer,New York,TX,Central,Technology,Phones,Phones Model 524,410.67,4,0.3,-15.27
ORD-101067,10-05-2021,15-05-2021,Customer 72,Corporate,Dallas,CA,Central,Furniture,Bookcases,Bookcases Model 462,681.95,8,0.1,128.41
ORD-101068,05-04-2021,06-04-2021,Customer 114,Consumer,Chicago,CA,Central,Technology,Phones,Phones Model 621,602.66,5,0.1,101.47
ORD-101069,19-09-2022,25-09-2022,Customer 67,Consumer,San Diego,NY,East,Technology,Accessories,Accessories Model 730,271.68,4,0.3,-16.28
ORD-101070,25-01-2023,27-01-2023,Customer 388,Corporate,New York,CA,East,Technology,Copiers,Copiers Model 328,602.66,4,0.1,63.7
ORD-101071,08-08-2024,09-08-2024,Customer 241,Consumer,Phoenix,NY,East,Technology,Phones,Phones Model 724,460,4,0,148.08
ORD-101072,05-03-2023,11-03-2023,Customer 387,Consumer,Los Angeles,AZ,West,Furniture,Chairs,Chairs Model 985,821.15,6,0.05,147.7
ORD-101073,30-07-2024,31-07-2024,Customer 95,Home Office,Dallas,NY,East,Office Supplies,Paper,Paper Model 138,790.08,6,0.1,104.24
ORD-101074,10-03-2021,15-03-2021,Customer 486,Home Office,Dallas,IL,West,Technology,Machines,Machines Model 700,455.04,8,0.1,84.47
ORD-101075,11-01-2021,15-01-2021,Customer 259,Home Office,Los Angeles,NY,East,Office Supplies,Paper,Paper Model 186,762.91,2,0.2,32.82
ORD-101076,01-07-2024,02-07-2024,Customer 367,Consumer,Phoenix,CA,East,Office Supplies,Paper,Paper Model 679,44.47,5,0.15,5.74
ORD-101077,22-05-2023,24-05-2023,Customer 474,Consumer,San Jose,IL,West,Office Supplies,Binders,Binders Model 983,377,2,0.2,23.03
ORD-101078,04-07-2022,07-07-2022,Customer 93,Corporate,San Diego,TX,West,Furniture,Chairs,Chairs Model 194,565.58,9,0,122.67
ORD-101079,03-03-2024,09-03-2024,Customer 209,Consumer,Dallas,NY,South,Office Supplies,Paper,Paper Model 179,51.48,7,0.2,2.86
ORD-101080,13-12-2022,14-12-2022,Customer 254,Corporate,Phoenix,AZ,East,Technology,Accessories,Accessories Model 268,851.6,4,0.1,101.25
ORD-101081,23-01-2021,24-01-2021,Customer 253,Consumer,San Diego,IL,South,Technology,Machines,Machines Model 255,444.41,4,0.2,28.73
ORD-101082,26-03-2023,28-03-2023,Customer 352,Corporate,Houston,AZ,South,Office Supplies,Storage,Storage Model 849,328.19,1,0.15,30.64
ORD-101083,12-12-2021,16-12-2021,Customer 97,Consumer,San Jose,IL,West,Furniture,Furnishings,Furnishings Model 407,89.58,8,0.15,8.44
ORD-101084,29-10-2021,30-10-2021,Customer 345,Consumer,San Diego,TX,East,Technology,Copiers,Copiers Model 256,264.69,4,0.2,15
ORD-101085,29-12-2021,30-12-2021,Customer 203,Corporate,Los Angeles,CA,East,Technology,Accessories,Accessories Model 237,307.8,2,0.2,18.04
ORD-101086,31-01-2022,04-02-2022,Customer 174,Consumer,San Diego,NY,West,Furniture,Tables,Tables Model 377,360.68,3,0,69.16
ORD-101087,06-08-2021,08-08-2021,Customer 143,Home Office,Phoenix,TX,Central,Furniture,Furnishings,Furnishings Model 991,999.35,1,0,307.47
ORD-101088,21-05-2021,27-05-2021,Customer 249,Home Office,Phoenix,CA,South,Furniture,Furnishings,Furnishings Model 273,523.81,6,0.3,-31.54
ORD-101089,16-08-2023,22-08-2023,Customer 129,Corporate,San Jose,CA,West,Technology,Phones,Phones Model 782,949.96,9,0.1,128.41
ORD-101090,18-05-2024,19-05-2024,Customer 378,Consumer,Los Angeles,TX,East,Technology,Phones,Phones Model 855,23.47,2,0.3,-1.08
ORD-101091,12-09-2023,16-09-2023,Customer 310,Home Office,Dallas,CA,Central,Technology,Copiers,Copiers Model 520,190.63,3,0.15,22.49
ORD-101092,20-09-2023,21-09-2023,Customer 390,Consumer,San Jose,TX,West,Office Supplies,Binders,Binders Model 130,857.47,4,0.2,43.06
ORD-101093,08-04-2023,11-04-2023,Customer 252,Home Office,Phoenix,AZ,Central,Furniture,Furnishings,Furnishings Model 843,88.09,1,0.05,20.33
ORD-101094,14-11-2022,20-11-2022,Customer 488,Consumer,San Diego,NY,South,Office Supplies,Binders,Binders Model 877,267.39,8,0,54.82
ORD-101095,01-10-2023,06-10-2023,Customer 437,Corporate,San Jose,TX,East,Furniture,Bookcases,Bookcases Model 835,102.01,8,0.2,3.96
ORD-101096,22-12-2021,25-12-2021,Customer 286,Home Office,Phoenix,CA,South,Technology,Accessories,Accessories Model 567,239.88,4,0.15,24.08
ORD-101097,05-10-2023,06-10-2023,Customer 160,Home Office,San Diego,TX,East,Furniture,Tables,Tables Model 426,748.72,7,0.05,145.43
ORD-101098,09-09-2024,11-09-2024,Customer 338,Home Office,San Jose,TX,West,Office Supplies,Appliances,Appliances Model 307,813.87,1,0.15,77.67
ORD-101099,02-03-2024,08-03-2024,Customer 201,Corporate,San Jose,AZ,South,Office Supplies,Binders,Binders Model 202,62.14,4,0.3,-3.79
ORD-101100,07-06-2023,12-06-2023,Customer 393,Corporate,Dallas,NY,East,Office Supplies,Storage,Storage Model 881,196.68,7,0,58.38
ORD-101101,07-05-2021,10-05-2021,Customer 66,Corporate,Dallas,AZ,East,Office Supplies,Binders,Binders Model 728,765.84,9,0.2,46.58
ORD-101102,04-02-2024,10-02-2024,Customer 195,Consumer,San Diego,IL,Central,Office Supplies,Storage,Storage Model 320,500.54,5,0,112.93
ORD-101103,06-10-2023,10-10-2023,Customer 29,Home Office,Houston,CA,West,Furniture,Bookcases,Bookcases Model 960,872.37,6,0.3,-51.69
ORD-101104,27-08-2022,29-08-2022,Customer 304,Consumer,Los Angeles,IL,East,Office Supplies,Storage,Storage Model 146,356.83,1,0.15,29.01
ORD-101105,11-10-2023,14-10-2023,Customer 11,Home Office,Dallas,NY,South,Furniture,Tables,Tables Model 138,759.29,7,0,142.79
ORD-101106,20-02-2021,24-02-2021,Customer 291,Home Office,San Diego,IL,East,Office Supplies,Appliances,Appliances Model 545,56.04,3,0.05,12.2
ORD-101107,19-11-2023,20-11-2023,Customer 302,Consumer,Dallas,TX,South,Office Supplies,Appliances,Appliances Model 189,686.24,3,0.15,68.69
ORD-101108,12-08-2024,16-08-2024,Customer 414,Corporate,Los Angeles,CA,Central,Furniture,Chairs,Chairs Model 482,896.65,5,0.1,135.31
ORD-101109,13-08-2024,16-08-2024,Customer 86,Home Office,Phoenix,IL,South,Furniture,Bookcases,Bookcases Model 768,425.92,4,0.1,70.74
ORD-101110,18-02-2023,21-02-2023,Customer 326,Consumer,Houston,IL,Central,Technology,Copiers,Copiers Model 803,962.24,6,0,285.55
ORD-101111,25-03-2023,26-03-2023,Customer 294,Corporate,Houston,AZ,East,Technology,Machines,Machines Model 242,801.05,2,0.05,124.71
ORD-101112,01-10-2024,05-10-2024,Customer 304,Corporate,Phoenix,NY,South,Office Supplies,Binders,Binders Model 261,272.5,5,0,86.52
ORD-101113,24-02-2022,28-02-2022,Customer 178,Consumer,Phoenix,AZ,Central,Furniture,Tables,Tables Model 342,709.24,4,0.1,115.06
ORD-101114,20-04-2024,21-04-2024,Customer 103,Corporate,San Diego,IL,South,Furniture,Bookcases,Bookcases Model 489,183.76,3,0.3,-8.56
ORD-101115,10-09-2023,14-09-2023,Customer 452,Consumer,Chicago,AZ,South,Office Supplies,Paper,Paper Model 966,858.4,5,0.3,-55.02
ORD-101116,05-04-2023,11-04-2023,Customer 138,Home Office,San Diego,AZ,East,Technology,Copiers,Copiers Model 981,233.11,7,0.3,-8.42
ORD-101117,22-10-2023,23-10-2023,Customer 187,Corporate,Chicago,CA,West,Office Supplies,Paper,Paper Model 519,705.57,7,0,152.48
ORD-101118,21-07-2022,23-07-2022,Customer 433,Corporate,San Diego,IL,East,Office Supplies,Storage,Storage Model 565,795.36,7,0.3,-29.54
ORD-101119,06-01-2022,09-01-2022,Customer 434,Corporate,Phoenix,IL,West,Office Supplies,Paper,Paper Model 117,495.85,4,0.15,47.16
ORD-101120,25-07-2023,27-07-2023,Customer 208,Consumer,Los Angeles,CA,West,Furniture,Tables,Tables Model 801,295.94,7,0.1,49.7
ORD-101121,23-10-2022,29-10-2022,Customer 409,Corporate,San Jose,TX,South,Technology,Accessories,Accessories Model 948,393.49,9,0.3,-22.84
ORD-101122,27-08-2023,02-09-2023,Customer 104,Consumer,Phoenix,CA,East,Furniture,Chairs,Chairs Model 290,140.26,8,0.3,-7.03
ORD-101123,25-08-2024,30-08-2024,Customer 338,Home Office,Chicago,NY,South,Furniture,Bookcases,Bookcases Model 970,732.75,8,0.05,111.39
ORD-101124,06-03-2024,11-03-2024,Customer 441,Consumer,Dallas,AZ,Central,Technology,Phones,Phones Model 412,535.87,9,0.15,46.71
ORD-101125,21-07-2021,26-07-2021,Customer 460,Corporate,Los Angeles,TX,West,Technology,Copiers,Copiers Model 661,372.01,2,0.2,22.95
ORD-101126,09-11-2021,10-11-2021,Customer 293,Home Office,Los Angeles,AZ,Central,Technology,Phones,Phones Model 332,73.28,1,0.05,14.27
ORD-101127,27-04-2021,01-05-2021,Customer 122,Home Office,Los Angeles,IL,Central,Furniture,Chairs,Chairs Model 912,312.83,5,0.15,33.72
ORD-101128,26-07-2023,01-08-2023,Customer 413,Home Office,Houston,TX,West,Office Supplies,Appliances,Appliances Model 820,62.72,6,0.1,10.51
ORD-101129,29-07-2022,31-07-2022,Customer 90,Consumer,Phoenix,TX,South,Technology,Phones,Phones Model 356,694.35,1,0.2,27.31
ORD-101130,01-09-2021,03-09-2021,Customer 252,Home Office,Dallas,NY,Central,Furniture,Chairs,Chairs Model 286,992.4,2,0.05,165.11
ORD-101131,21-06-2022,23-06-2022,Customer 244,Home Office,Houston,IL,West,Office Supplies,Appliances,Appliances Model 517,624.55,2,0,116.82
ORD-101132,16-03-2021,18-03-2021,Customer 367,Corporate,Phoenix,NY,East,Furniture,Furnishings,Furnishings Model 892,252.06,9,0.3,-10.87
ORD-101133,21-01-2022,26-01-2022,Customer 354,Home Office,Houston,IL,South,Office Supplies,Binders,Binders Model 335,136.03,9,0,30.52
ORD-101134,18-05-2024,20-05-2024,Customer 463,Home Office,Los Angeles,AZ,West,Furniture,Bookcases,Bookcases Model 893,739.32,5,0.2,43
ORD-101135,20-04-2022,24-04-2022,Customer 5,Corporate,Phoenix,IL,East,Furniture,Furnishings,Furnishings Model 247,887.42,7,0.2,43.42
ORD-101136,22-02-2022,27-02-2022,Customer 108,Consumer,San Jose,IL,South,Technology,Machines,Machines Model 554,196.1,5,0.15,19.23
ORD-101137,13-12-2021,15-12-2021,Customer 444,Consumer,San Jose,TX,South,Technology,Machines,Machines Model 607,124.49,7,0.3,-6.73
ORD-101138,02-10-2022,03-10-2022,Customer 449,Consumer,Chicago,IL,East,Furniture,Furnishings,Furnishings Model 967,602.52,8,0,159.58
ORD-101139,28-07-2023,31-07-2023,Customer 309,Home Office,Dallas,TX,East,Furniture,Furnishings,Furnishings Model 196,35.58,2,0.1,4.4
ORD-101140,13-08-2023,16-08-2023,Customer 323,Corporate,Chicago,NY,South,Technology,Accessories,Accessories Model 904,659.02,2,0.05,133.28
